Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1280	2025-10-31	394581	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text	笠信 長期借入金 4.000万円 保証協 / 諸口 / 394,581 / 長期借入金 笠信長期4000保証 / 9,557,900 / 会 / 笠岡信用組合	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1281	2025-10-31	520068	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text	諸口 / 520,068 / 笠信ｺﾛﾅ 3000（492） / 長期借入金 笠信ｺﾛﾅ3000(492) / 9,037,832 / 笠岡信用組合	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1282	2025-10-31	229315		じより笠信引落） じより笠信引落） 笠岡信用組合 支払利息34 本社	日本政策金融公庫 利息分（8/29～もみ 日本政策金融公庫 利息分（8/29～もみ 支払利息	embedded_text	日本政策金融公庫 利息分（8/29～もみ / 日本政策金融公庫 利息分（8/29～もみ / 支払利息 / 229,315 / 8,808,517 / じより笠信引落） / じより笠信引落） / 笠岡信用組合 / 支払利息34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1296	2025-10-31	466510	㈱ｺﾝｸｴｽﾄ 9月分	広島銀行②	諸口	embedded_text	諸口 / 466,510 / ㈱ｺﾝｸｴｽﾄ 9月分 / 9,275,027 / 広島銀行②	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1303	2025-10-31	593458		950万 利息のみ(10/31より返済） 950万 利息のみ(10/31より返済） 笠岡信用組合 支払利息34 本社	笠信 長期借入金 日本政策金融 2億7 笠信 長期借入金 日本政策金融 2億7 支払利息	embedded_text	笠信 長期借入金 日本政策金融 2億7 / 笠信 長期借入金 日本政策金融 2億7 / 支払利息 / 593,458 / 8,681,569 / 950万 利息のみ(10/31より返済） / 950万 利息のみ(10/31より返済） / 笠岡信用組合 / 支払利息34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1304	2025-10-31	127397		万 利息のみ(10/31より返済） 万 利息のみ(10/31より返済） 笠岡信用組合 支払利息34 本社	笠信 長期借入金 日本政策金融 6千 笠信 長期借入金 日本政策金融 6千 支払利息	embedded_text	笠信 長期借入金 日本政策金融 6千 / 笠信 長期借入金 日本政策金融 6千 / 支払利息 / 127,397 / 8,554,172 / 万 利息のみ(10/31より返済） / 万 利息のみ(10/31より返済） / 笠岡信用組合 / 支払利息34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1305	2025-10-31	607260		（2025/9～ （2025/9～ 笠岡信用組合 支払利息34 本社	笠信 長期借入金 2600千万 利息分 笠信 長期借入金 2600千万 利息分 支払利息	embedded_text	笠信 長期借入金 2600千万 利息分 / 笠信 長期借入金 2600千万 利息分 / 支払利息 / 607,260 / 7,946,912 / （2025/9～ / （2025/9～ / 笠岡信用組合 / 支払利息34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1291	2025-11-04	88000	未来経営福山事務所 10月分 未来経営福山事務所 10月分	笠岡信用組合 本社 仕共内10	顧問料	embedded_text	顧問料 / 88,000 / 未来経営福山事務所 10月分 / 未来経営福山事務所 10月分 / 7,858,912 / 笠岡信用組合 / 本社 / 仕共内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1292	2025-11-04	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text	諸口 / 53,240 / ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 / 本社 リース料（販） リコーリース31 / 7,805,672 / もみじ福山支店	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1293	2025-11-04	90424	ﾄﾖﾀﾌｧｲﾅﾝｽ 10月 ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text	諸口 / 90,424 / ﾄﾖﾀﾌｧｲﾅﾝｽ 10月 ｶﾞｿﾘﾝ代、他 / CB 燃料費 軽油税31 / 7,715,248 / もみじ福山支店	2026-04-13T02:26:40
