Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	594	2025-08-18	2074	受取利息 受取利息	中国銀行 預金利息12 本社 売非課税	受取利息	embedded_text	受取利息 / 2,074 / 受取利息 / 受取利息 / 22,296,757 / 中国銀行 / 預金利息12 / 本社 / 売非課税	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	595	2025-08-18	2435	受取利息 受取利息	もみじ福山支店 預金利息12 本社 売非課税	受取利息	embedded_text	受取利息 / 2,435 / 受取利息 / 受取利息 / 22,299,192 / もみじ福山支店 / 預金利息12 / 本社 / 売非課税	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	587	2025-08-19	29052	源泉税納付 源泉税納付	もみじ福山支店 所得税	預り金	embedded_text	預り金 / 29,052 / 源泉税納付 / 源泉税納付 / 22,270,140 / もみじ福山支店 / 所得税	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	590	2025-08-19	21381	東京海上日動 代理店保険手数料 東京海上日動 代理店保険手数料	中国銀行 CB 売内10	保険手数料	embedded_text	保険手数料 / 21,381 / 東京海上日動 代理店保険手数料 / 東京海上日動 代理店保険手数料 / 22,291,521 / 中国銀行 / CB / 売内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	585	2025-08-20	1000000	山本彩加様 ﾌﾟｼﾞｮｰ 208 車両代 山本彩加様 ﾌﾟｼﾞｮｰ 208 車両代	広島銀行②	仮受金	embedded_text	仮受金 / 1,000,000 / 山本彩加様 ﾌﾟｼﾞｮｰ 208 車両代 / 山本彩加様 ﾌﾟｼﾞｮｰ 208 車両代 / 23,291,521 / 広島銀行②	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	591	2025-08-20	4026	水道代 CB J＆LR （広銀引落） 水道代 CB J＆LR （広銀引落）	広島銀行② 水道料金31 CB 仕課内10	水道光熱費	embedded_text	水道光熱費 / 4,026 / 水道代 CB J＆LR （広銀引落） / 水道代 CB J＆LR （広銀引落） / 23,287,495 / 広島銀行② / 水道料金31 / CB / 仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	592	2025-08-20	14799	水道代 本社ﾋﾞﾙ 水道代 本社ﾋﾞﾙ	もみじ福山支店 水道料金31 本社 仕共内10	水道光熱費	embedded_text	水道光熱費 / 14,799 / 水道代 本社ﾋﾞﾙ / 水道代 本社ﾋﾞﾙ / 23,272,696 / もみじ福山支店 / 水道料金31 / 本社 / 仕共内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	593	2025-08-20	4070	水道代 ﾏｾﾗﾃｨ 水道代 ﾏｾﾗﾃｨ	もみじ福山支店 水道料金31 ﾏｾﾗﾃｨ福山-車両仕課内10	水道光熱費	embedded_text	水道光熱費 / 4,070 / 水道代 ﾏｾﾗﾃｨ / 水道代 ﾏｾﾗﾃｨ / 23,268,626 / もみじ福山支店 / 水道料金31 / ﾏｾﾗﾃｨ福山-車両仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	12	597	2025-08-21	5000	竹本彩乃様 T10523 MINI希望ﾅﾝﾊﾞｰ 竹本彩乃様 T10523 MINI希望ﾅﾝﾊﾞｰ	広島銀行② 預かり法定費用	預り金	embedded_text	預り金 / 5,000 / 竹本彩乃様 T10523 MINI希望ﾅﾝﾊﾞｰ / 竹本彩乃様 T10523 MINI希望ﾅﾝﾊﾞｰ / 23,263,626 / 広島銀行② / 預かり法定費用	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	598	2025-08-21	77668	本社 支払保険料 三井住友海上34	対物保険料 中国銀行	三井住友海上火災保険㈱ 販売車 対人 08/21 諸口	embedded_text	三井住友海上火災保険㈱ 販売車 対人 / 08/21 / 諸口 / 77,668 / 本社 支払保険料 三井住友海上34 / 23,185,958 / 対物保険料 / 中国銀行	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	600	2025-08-21	15600	ｺﾝｸｴｽﾄ様 廣岡孝彦 SB23516 ｺﾝｸｴｽﾄ様 廣岡孝彦 SB23516	広島銀行② 預かり法定費用	預り金	embedded_text	預り金 / 15,600 / ｺﾝｸｴｽﾄ様 廣岡孝彦 SB23516 / ｺﾝｸｴｽﾄ様 廣岡孝彦 SB23516 / 23,170,358 / 広島銀行② / 預かり法定費用	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	601	2025-08-21	334709	ｺﾝｸｴｽﾄ ｿﾚｲﾕ様 車検立替分 ｺﾝｸｴｽﾄ ｿﾚｲﾕ様 車検立替分	広島銀行② その他	立替金	embedded_text	立替金 / 334,709 / ｺﾝｸｴｽﾄ ｿﾚｲﾕ様 車検立替分 / ｺﾝｸｴｽﾄ ｿﾚｲﾕ様 車検立替分 / 22,835,649 / 広島銀行② / その他	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	607	2025-08-21	1886250		売約車両仕入 売約車両仕入 広島銀行② 車両	ﾜﾀﾔ自動車㈱ ﾌﾟｼﾞｮｰ 208 山本彩加様 ﾜﾀﾔ自動車㈱ ﾌﾟｼﾞｮｰ 208 山本彩加様 08/22 買掛金	embedded_text	ﾜﾀﾔ自動車㈱ ﾌﾟｼﾞｮｰ 208 山本彩加様 / ﾜﾀﾔ自動車㈱ ﾌﾟｼﾞｮｰ 208 山本彩加様 / 08/22 / 買掛金 / 1,886,250 / 20,949,399 / 売約車両仕入 / 売約車両仕入 / 広島銀行② / 車両	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	616	2025-08-25	14644	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text	事務所維持費 / 14,644 / ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 / ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 / 20,934,755 / もみじ福山支店 / SMBCキャノン31 / ﾏｾﾗﾃｨ福山-車両仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	634	2025-08-25	83594	SB23844 ㈱iMMSｱｶﾃﾞﾐｰ整備代 ｺﾝｸｴｽﾄ SB23844 ㈱iMMSｱｶﾃﾞﾐｰ整備代 ｺﾝｸｴｽﾄ	広島銀行② 預かり法定費用	預り金	embedded_text	預り金 / 83,594 / SB23844 ㈱iMMSｱｶﾃﾞﾐｰ整備代 ｺﾝｸｴｽﾄ / SB23844 ㈱iMMSｱｶﾃﾞﾐｰ整備代 ｺﾝｸｴｽﾄ / 20,851,161 / 広島銀行② / 預かり法定費用	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	636	2025-08-25	220000	ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20	笠岡信用組合 合同会社 Soleil CB 仕課内10	リース料（販）	embedded_text	リース料（販） / 220,000 / ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 / ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 / 20,631,161 / 笠岡信用組合 / 合同会社 Soleil CB / 仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	665	2025-08-25	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）7月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）7月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text	販売促進費 / 33,000 / SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）7月分 / SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）7月分 / 20,598,161 / 笠岡信用組合 / フ゜ ロトコーホ / CB / 仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	648	2025-08-26	3900	中国新聞 中国新聞	もみじ福山支店 本社 軽仕共内8	新聞図書費	embedded_text	新聞図書費 / 3,900 / 中国新聞 / 中国新聞 / 20,594,261 / もみじ福山支店 / 本社 / 軽仕共内8	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	13	650	2025-08-26	5503	まるとく 本社ｺﾋﾟｰ機 まるとく 本社ｺﾋﾟｰ機	もみじ福山支店 その他31 本社 仕共内10	事務所維持費	embedded_text	事務所維持費 / 5,503 / まるとく 本社ｺﾋﾟｰ機 / まるとく 本社ｺﾋﾟｰ機 / 20,588,758 / もみじ福山支店 / その他31 / 本社 / 仕共内10	2026-04-13T02:26:40
