Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2011	2026-01-26	43395	ｿﾌﾄﾊﾞﾝｸ㈱ 12月分 ｿﾌﾄﾊﾞﾝｸ㈱ 12月分	広島銀行② 本社 仕共内10	通信費	embedded_text	通信費 / 43,395 / ｿﾌﾄﾊﾞﾝｸ㈱ 12月分 / ｿﾌﾄﾊﾞﾝｸ㈱ 12月分 / 6,540,620 / 広島銀行② / 本社 / 仕共内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2012	2026-01-26	5000	飛谷暁儀様 希望番号 福山340と118 飛谷暁儀様 希望番号 福山340と118	広島銀行② 預かり法定費用	預り金	embedded_text	預り金 / 5,000 / 飛谷暁儀様 希望番号 福山340と118 / 飛谷暁儀様 希望番号 福山340と118 / 6,535,620 / 広島銀行② / 預かり法定費用	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2014	2026-01-26	1880000	車両代支払 車両代支払	広島銀行② 橋本商事	買掛金	embedded_text	買掛金 / 1,880,000 / 車両代支払 / 車両代支払 / 4,655,620 / 広島銀行② / 橋本商事	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2022	2026-01-27	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text	オークション手数 / 12,980 / USS支払手数料 / USS支払手数料 / 4,642,640 / 中国銀行 / CB / 仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2023	2026-01-27	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text	業務委託費 / 4,620 / ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ / ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ / 4,638,020 / もみじ福山支店 / CB / 仕課内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2024	2026-01-27	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text	支払保険料 / 6,015 / ﾁｭｰﾘｯﾋ生命様 / ﾁｭｰﾘｯﾋ生命様 / 4,632,005 / もみじ福山支店 / その他34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2025	2026-01-27	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text	リース料（販） / 27,293 / ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 / ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 / 4,604,712 / もみじ福山支店 / オリコ複合機31 / ｶｰｻ岡山-車両 / 仕課内8	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2026	2026-01-27	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text	支払保険料 / 58,201 / あんしん生命 / あんしん生命 / 4,546,511 / もみじ福山支店 / あんしん生命34 / 本社	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2028	2026-01-27	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text	IT費 / 99,000 / オリコ.JCM/ジョーカー利用料 / オリコ.JCM/ジョーカー利用料 / 4,447,511 / もみじ福山支店 / ジョーカー利用料本社 / 仕共内10	2026-04-13T02:26:40
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	36	2031	2026-01-27	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text	DF.ア－クシステムSP 三和地所様 住 / 諸口 / 67,440 / 本社 賃借料 住吉町家賃（三和 / 4,380,071 / 吉町家賃 / もみじ福山支店	2026-04-13T02:26:40
