Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1280	2025-10-31	394581	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1281	2025-10-31	520068	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1282	2025-10-31	229315		じより笠信引落） じより笠信引落） 笠岡信用組合 支払利息34 本社	日本政策金融公庫 利息分（8/29～もみ 日本政策金融公庫 利息分（8/29～もみ 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1296	2025-10-31	466510	㈱ｺﾝｸｴｽﾄ 9月分	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1303	2025-10-31	593458		950万 利息のみ(10/31より返済） 950万 利息のみ(10/31より返済） 笠岡信用組合 支払利息34 本社	笠信 長期借入金 日本政策金融 2億7 笠信 長期借入金 日本政策金融 2億7 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1304	2025-10-31	127397		万 利息のみ(10/31より返済） 万 利息のみ(10/31より返済） 笠岡信用組合 支払利息34 本社	笠信 長期借入金 日本政策金融 6千 笠信 長期借入金 日本政策金融 6千 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1305	2025-10-31	607260		（2025/9～ （2025/9～ 笠岡信用組合 支払利息34 本社	笠信 長期借入金 2600千万 利息分 笠信 長期借入金 2600千万 利息分 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1291	2025-11-04	88000	未来経営福山事務所 10月分 未来経営福山事務所 10月分	笠岡信用組合 本社 仕共内10	顧問料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1292	2025-11-04	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1293	2025-11-04	90424	ﾄﾖﾀﾌｧｲﾅﾝｽ 10月 ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1290	2025-11-05	380600	東京海上日動火災保険㈱ SB24248 東京海上日動火災保険㈱ SB24248	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1295	2025-11-05	15915		徹也様 徹也様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 山田 三井住友海上火災保険㈱ 自賠責 山田 11/06 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1299	2025-11-07	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1323	2025-11-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1324	2025-11-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	24	1325	2025-11-10	13530	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
