Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	4	186	2025-06-30	524526	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	4	187	2025-06-30	30575	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	4	188	2025-06-30	204164	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	189	2025-06-30	6200	継続融資 印紙代 継続融資 印紙代	もみじ福山支店 印紙 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	190	2025-06-30	404000	長期借入返済 長期借入返済	もみじ福山支店 もみじ404000	長期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	191	2025-06-30	49270	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	192	2025-06-30	890000	長期借入返済 長期借入返済	もみじ福山支店 もみじ890000	長期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	193	2025-06-30	135915	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	194	2025-06-30	2200	ﾋﾞｰﾌｨｰﾙﾄﾞ ﾋﾞｰﾌｨｰﾙﾄﾞ	もみじ福山支店 コアシステムス゛本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	195	2025-06-30	68465	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	196	2025-06-30	80104	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	197	2025-06-30	127150	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	198	2025-06-30	221917	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	209	2025-06-30	4539820	ｷﾞﾌﾞﾘ356145 ｵﾘｺｵｰﾄﾘｰｽ(地蔵院) ｷﾞﾌﾞﾘ356145 ｵﾘｺｵｰﾄﾘｰｽ(地蔵院)	広島銀行② その他	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	212	2025-06-30	248765	ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 5月分 ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	213	2025-06-30	170827	㈱福山自動車用品商会 5月分 ㈱福山自動車用品商会 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	214	2025-06-30	925246	東邦自動車㈱ 5月分 東邦自動車㈱ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	215	2025-06-30	528	㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 5月分 ㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	216	2025-06-30	17844	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 5月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 5月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	217	2025-06-30	331540	ｶｰﾋﾞｭｰﾃｨｰｱｲｽﾞ 5月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	218	2025-06-30	1106930	幸陽板金塗装㈲ 5月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	219	2025-06-30	205000		料 事務手数料 料 事務手数料 もみじ福山支店 NPO	福山ｽﾎﾟｰﾂ雇用ｻﾎﾟｰﾄｾﾝﾀｰ様 ﾕﾆﾌｫｰﾑ広告 福山ｽﾎﾟｰﾂ雇用ｻﾎﾟｰﾄｾﾝﾀｰ様 ﾕﾆﾌｫｰﾑ広告 未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	239	2025-06-30	65000	大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 7月分 大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 7月分	広島銀行② 但井	立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	240	2025-06-30	160000	ｳﾂﾐ屋証券 CB家賃 7月分 ｳﾂﾐ屋証券 CB家賃 7月分	広島銀行② ウツミ屋証券㈱31 CB 仕課内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	241	2025-06-30	165000	吉野ｶﾞﾚｰｼﾞ 7月分家賃 吉野ｶﾞﾚｰｼﾞ 7月分家賃	広島銀行② 吉野ｶﾞﾚｰｼﾞ 本社 免80仕共内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	295	2025-06-30	9800	㈲AIｸﾘｰﾝｻｰﾋﾞｽ 5月分 ㈲AIｸﾘｰﾝｻｰﾋﾞｽ 5月分	広島銀行② AIクリーン31 CB-整備 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	296	2025-06-30	1386	ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 5月分 ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 5月分	広島銀行② CB 仕課内10	業務委託費	embedded_text
