2026/04/21	諸口	該当なし イ)サイセイカイ	64350.0	SB00024580	KK00006682	要確認	2026/04			該当なし イ)サイセイカイ	2899.0	0.0	該当なし イ)サイセイカイ	該当なし イ)サイセイカイ					
2026/04/23	諸口		-47745.0			対象外	2026/04			三井住友海上火災保険㈱自賠責　おもてちょう不動産　林正道　高垣圭一			三井住友海上火災保険㈱自賠責　おもてちょう不動産　林正道　高垣圭一	三井住友海上火災保険㈱自賠責　おもてちょう不動産　林正道　高垣圭一					
2026/04/23	販売促進費	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）3月分	-33000.0			対象外	2026/04			SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）3月分			SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）3月分	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）3月分					
2026/04/23	諸口	該当なし SMBC(プロト.コウコ	-33000.0			対象外	2026/04			該当なし SMBC(プロト.コウコ			該当なし SMBC(プロト.コウコ	該当なし SMBC(プロト.コウコ					
2026/04/23	事務所維持費	ｷｬﾉﾝ　ﾏｾﾗﾃｨ　ｺﾋﾟｰ使用料	-12160.0			対象外	2026/04			ｷｬﾉﾝ　ﾏｾﾗﾃｨ　ｺﾋﾟｰ使用料			ｷｬﾉﾝ　ﾏｾﾗﾃｨ　ｺﾋﾟｰ使用料	ｷｬﾉﾝ　ﾏｾﾗﾃｨ　ｺﾋﾟｰ使用料					
2026/04/23	諸口	該当なし ミツイスミトモカイジヨウB	57310.0			要確認	2026/04			該当なし ミツイスミトモカイジヨウB	2900.0	0.0	該当なし ミツイスミトモカイジヨウB	該当なし ミツイスミトモカイジヨウB					
2026/04/24	諸口	該当なし HB カ)ハシモトシヨウシ	-550000.0			対象外	2026/04			該当なし HB カ)ハシモトシヨウシ			該当なし HB カ)ハシモトシヨウシ	該当なし HB カ)ハシモトシヨウシ					
2026/04/24	リース料（販）	ﾘｰｽ　ｿﾚｲﾕ　Soleil（松尾様）MC20	-220000.0			対象外	2026/04			ﾘｰｽ　ｿﾚｲﾕ　Soleil（松尾様）MC20			ﾘｰｽ　ｿﾚｲﾕ　Soleil（松尾様）MC20	ﾘｰｽ　ｿﾚｲﾕ　Soleil（松尾様）MC20					
2026/04/24	諸口	該当なし HB ド)ソレイユ	-220000.0			対象外	2026/04			該当なし HB ド)ソレイユ			該当なし HB ド)ソレイユ	該当なし HB ド)ソレイユ					
2026/04/24	諸口	CB リース料（販） その他	-55,330			対象外	2026/04			ﾘｰｽ　ﾚｯﾁｪﾎﾞｽｺ様　ﾏｾﾗﾃｨ　ｸﾞﾗﾝﾄｩﾘｽﾞﾓ			ﾘｰｽ　ﾚｯﾁｪﾎﾞｽｺ様　ﾏｾﾗﾃｨ　ｸﾞﾗﾝﾄｩﾘｽﾞﾓ	ﾘｰｽ　ﾚｯﾁｪﾎﾞｽｺ様　ﾏｾﾗﾃｨ　ｸﾞﾗﾝﾄｩﾘｽﾞﾓ					
2026/04/24	売掛金	藤田勲様　CH3803	50000.0	SB00024461	KK00001837	自動消込	2026/04			藤田勲様　CH3803	2920.0	0.0	藤田勲様　CH3803	藤田勲様　CH3803					
2026/04/24	諸口	該当なし ユ)アトリエ.ピユア	110000.0			要確認	2026/04			該当なし ユ)アトリエ.ピユア	2925.0	0.0	該当なし ユ)アトリエ.ピユア	該当なし ユ)アトリエ.ピユア					
