2026/04/30	該当なし シヨウカンキン	該当なし シヨウカンキン	該当なし シヨウカンキン	諸口	221917.0	221917	対象外			2026/04	出金	
2026/04/30	該当なし B0430 コウヨウバ	該当なし B0430 コウヨウバ	該当なし B0430 コウヨウバ	諸口	221430.0	221430	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	165000.0	165000	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	160000.0	160000	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	154242.0	154242	対象外			2026/04	出金	
2026/04/30	該当なし シヨウガシ	該当なし シヨウガシ	該当なし シヨウガシ	諸口	148835.0	148835	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	136512.0	136512	対象外			2026/04	出金	
2026/04/30	該当なし カシツケリソク	該当なし カシツケリソク	該当なし カシツケリソク	諸口	100684.0	100684	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	76933.0	76933	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	74933.0	74933	対象外			2026/04	出金	
2026/04/30	該当なし 法人IB カ)ケ－ジ－エス	該当なし 法人IB カ)ケ－ジ－エス	該当なし 法人IB カ)ケ－ジ－エス	諸口	66000.0	66000	対象外			2026/04	出金	
2026/04/30	該当なし B0430 ミツイスミト	該当なし B0430 ミツイスミト	該当なし B0430 ミツイスミト	諸口	58020.0	58020	対象外			2026/04	出金	
2026/04/30	該当なし 法人IB ギヨウセイシヨシホウジン	該当なし 法人IB ギヨウセイシヨシホウジン	該当なし 法人IB ギヨウセイシヨシホウジン	諸口	45580.0	45580	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	36300.0	36300	対象外			2026/04	出金	
2026/04/30	融資利息	融資利息	融資利息	支払利息	35945.0	35945	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	35300.0	35300	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	27650.0	27650	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	20931.0	20931	対象外			2026/04	出金	
2026/04/30	該当なし B0430 リコージヤ	該当なし B0430 リコージヤ	該当なし B0430 リコージヤ	諸口	19300.0	19300	対象外			2026/04	出金	
2026/04/30	福山商工会議所　会費	福山商工会議所　会費	福山商工会議所　会費	諸会費	15000.0	15000	対象外			2026/04	出金	
2026/04/30	該当なし B0430 (ド)コヤ	該当なし B0430 (ド)コヤ	該当なし B0430 (ド)コヤ	諸口	13310.0	13310	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	12000.0	12000	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	11255.0	11255	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	9900.0	9900	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	9480.0	9480	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	5500.0	5500	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	3000.0	3000	対象外			2026/04	出金	
2026/04/30	ﾋﾞｰﾌｨｰﾙﾄﾞ	ﾋﾞｰﾌｨｰﾙﾄﾞ	ﾋﾞｰﾌｨｰﾙﾄﾞ	事務所維持費	2200.0	2200	対象外			2026/04	出金	
2026/04/30	福山商工会議所　会費　特商負担金	福山商工会議所　会費　特商負担金	福山商工会議所　会費　特商負担金	諸会費	2000.0	2000	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	1848.0	1848	対象外			2026/04	出金	
2026/04/30	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	1364.0	1364	対象外			2026/04	出金	
2026/05/07	コンプレッサー・リフト再リース1年分　三井住友FL（SM	コンプレッサー・リフト再リース1年分　三井住友FL（SM	コンプレッサー・リフト再リース1年分　三井住友FL（SM	リース料（販）	195360.0	195360	対象外			2026/05	出金	
2026/05/07	該当なし 口座振替4 トヨタフアイナンス (カ	該当なし 口座振替4 トヨタフアイナンス (カ	該当なし 口座振替4 トヨタフアイナンス (カ	諸口	134176.0	134176	対象外			2026/05	出金	
2026/05/07	ﾘｺｰﾘｰｽ　PCﾘｰｽ料　各店舗	ﾘｺｰﾘｰｽ　PCﾘｰｽ料　各店舗	本社 リース料（販） リコーリース31	諸口	106480.0	106480	対象外			2026/05	出金	
2026/05/07	未来経営福山事務所　4月分	未来経営福山事務所　4月分	未来経営福山事務所　4月分	顧問料	88000.0	88000	対象外			2026/05	出金	
2026/05/07	手数料　法人IB	手数料　法人IB	手数料　法人IB	支払手数料	1210.0	1210	対象外			2026/05	出金	
2026/05/08	該当なし HB ド)ソーラーエナシ	該当なし HB ド)ソーラーエナシ	該当なし HB ド)ソーラーエナシ	諸口	7500000.0	7500000	対象外			2026/05	出金	
2026/05/08	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	134685.0	134685	対象外			2026/05	出金	
2026/05/08	該当なし EBフリコミ	該当なし EBフリコミ	該当なし EBフリコミ	諸口	100000.0	100000	対象外			2026/05	出金	
2026/05/08	住民税　福山市　2026/04月分	住民税　福山市　2026/04月分	住民税　福山市　2026/04月分	預り金	63000.0	63000	対象外			2026/05	出金	
